2025-07-07 11:38:56,136 , INFO, hrms_app ,time_punch_in_out_view.py, 19 ,punch_in_out_page ,Latest record status: PUNCHED_OUT
2025-07-07 11:48:28,879 , INFO, hrms_app ,time_punch_in_out_view.py, 19 ,punch_in_out_page ,Latest record status: PUNCHED_OUT
2025-07-07 12:04:39,105 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 89007
2025-07-07 12:05:03,861 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 89071
2025-07-07 12:05:05,647 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 89071
2025-07-07 12:05:14,913 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 89080
2025-07-07 12:05:18,444 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 88806
2025-07-07 12:05:52,333 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 88943
2025-07-07 12:05:53,152 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 88943
2025-07-07 12:09:38,614 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/index/ HTTP/1.1" 500 153635
2025-07-07 12:50:20,226 , INFO, hrms_app ,time_punch_in_out_view.py, 19 ,punch_in_out_page ,Latest record status: PUNCHED_OUT
2025-07-07 13:38:16,376 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 158014
2025-07-07 13:40:20,651 , INFO, hrms_app ,time_punch_in_out_view.py, 19 ,punch_in_out_page ,Latest record status: PUNCHED_OUT
2025-07-07 13:40:24,063 , INFO, hrms_app ,time_punch_in_out_view.py, 39 ,save_punch_in_data ,call save_punch_in_data API
2025-07-07 13:40:24,063 , INFO, hrms_app ,time_punch_in_out_view.py, 45 ,save_punch_in_data ,User: priy2032004anshu@gmail.com 
2025-07-07 13:40:24,072 , INFO, hrms_app ,time_punch_in_out_view.py, 53 ,save_punch_in_data ,Punched in successfully
2025-07-07 14:57:34,844 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 128953
2025-07-07 14:57:47,848 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 128953
2025-07-07 14:57:49,379 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 128953
2025-07-07 14:57:53,570 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 128557
2025-07-07 14:59:54,159 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 129027
2025-07-07 15:05:00,295 , ERROR, django.server ,basehttp.py, 213 ,log_message ,"GET /hrms_app/dashboard/ HTTP/1.1" 500 128882
